Timestamp,MarketState,CurrentPrice,RSI5m,MACD5m,BBWidth5m,RSI30m,MACD30m,BBWidth30m,AvgMove5m,RealHigh,RealLow,RealClose,HighMove,LowMove,CloseMove,HighMovePct,LowMovePct,CloseMovePct,ThinUpperWick,ThinLowerWick
2025-10-21T06:45:00.000Z,5m_SQUEEZE,3886.99,60.05436395650363,5.487944008062824,0.010960903233943591,32.66956842481983,-4.096478271364543,0.048220255662555694,8.355999999999948,3890.08,3883.49,3886.55,3.0900000000001455,3.5,-0.4399999999995998,0.07949595959856201,0.09004396718283299,-0.01131981301726014,false,false
2025-10-21T06:50:00.000Z,5m_SQUEEZE,3886.55,60.05968039828843,5.256542189588419,0.011344113523538996,32.66956842481983,-4.096478271364543,0.048220255662555694,8.688000000000011,3886.96,3882.3,3885.09,0.4099999999998545,4.25,-1.4600000000000364,0.010549201734182102,0.10935148139095084,-0.03756545007783346,false,false
2025-10-21T06:55:00.000Z,5m_SQUEEZE,3885.09,58.323701591407776,4.804881279980657,0.011798910355767807,32.66956842481983,-4.096478271364543,0.048220255662555694,7.339999999999963,3887.58,3882.12,3882.53,2.4899999999997817,2.9700000000002547,-2.5599999999999454,0.06409117935491279,0.07644610549563213,-0.06589293941710347,false,false
2025-10-21T07:00:00.000Z,5m_SQUEEZE,3882.53,55.83271425081194,4.149193532038042,0.011534169099562194,35.11393412179993,-1.812079384339789,0.04758180948331435,7.399999999999909,3885.82,3879.44,3881.65,3.2899999999999636,3.0900000000001455,-0.8800000000001091,0.08473855965053621,0.07958727942862374,-0.02266563297643828,false,false
2025-10-21T07:05:00.000Z,5m_SQUEEZE,3881.65,54.280096898800075,3.488559400855859,0.01152553868671986,35.11393412179993,-1.812079384339789,0.04758180948331435,8.021999999999844,3881.65,3873.2,3873.2,0.0,8.450000000000273,-8.450000000000273,0.0,0.2176909304033149,-0.2176909304033149,true,true
2025-10-21T07:10:00.000Z,5m_SQUEEZE,3873.2,46.67830452913401,2.330760394336553,0.01139312148421322,35.11393412179993,-1.812079384339789,0.04758180948331435,8.18199999999997,3885.56,3873.2,3885.56,12.360000000000127,0.0,12.360000000000127,0.31911597645358175,0.0,0.31911597645358175,true,true
2025-10-21T07:15:00.000Z,5m_SQUEEZE,3885.56,56.03784791368492,2.2534442029327466,0.010765202868623766,35.11393412179993,-1.812079384339789,0.04758180948331435,7.696000000000003,3890.25,3884.7,3888.12,4.690000000000055,0.8600000000001273,2.5599999999999454,0.12070332204367079,0.02213323176067613,0.06588496896200151,false,false
2025-10-21T07:20:00.000Z,5m_SQUEEZE,3888.12,57.515071417669525,2.251167521289127,0.01091583791545011,35.11393412179993,-1.812079384339789,0.04758180948331435,7.836000000000058,3891.96,3887.57,3890.92,3.8400000000001455,0.5499999999997272,2.800000000000182,0.09876238387704458,0.014145653940714976,0.07201423824368028,false,false
2025-10-21T07:25:00.000Z,5m_SQUEEZE,3890.92,58.65839761629697,2.2681317697550405,0.011213979608566745,35.11393412179993,-1.812079384339789,0.04758180948331435,7.71800000000012,3895.61,3889.0,3892.4,4.690000000000055,1.9200000000000728,1.4800000000000182,0.12053704522323909,0.04934565604021858,0.03803727653100085,false,false
2025-10-21T07:30:00.000Z,5m_SQUEEZE,3892.4,59.57192838038779,2.187802858013605,0.011104720108598103,35.07378330589344,-0.084797882162583,0.047100379476541346,6.454000000000178,3894.26,3887.42,3889.75,1.8600000000001273,4.980000000000018,-2.650000000000091,0.047785428013568165,0.127941629842771,-0.06808138937416737,false,false
2025-10-21T07:35:00.000Z,5m_SQUEEZE,3889.75,56.34492064464018,1.839049573172427,0.010661180878722152,35.07378330589344,-0.084797882162583,0.047100379476541346,7.524000000000069,3892.27,3886.18,3887.06,2.519999999999982,3.5700000000001637,-2.6900000000000546,0.06478565460505127,0.09177967735716083,-0.06915611543158441,false,false
2025-10-21T07:40:00.000Z,5m_SQUEEZE,3887.06,53.27872821984169,1.252719377941668,0.00927112887015451,35.07378330589344,-0.084797882162583,0.047100379476541346,7.815999999999986,3893.95,3887.06,3893.95,6.889999999999873,0.0,6.889999999999873,0.17725478896646496,0.0,0.17725478896646496,true,true
2025-10-21T07:45:00.000Z,5m_SQUEEZE,3893.95,58.46231883244677,1.1715207601210063,0.007735464706561516,35.07378330589344,-0.084797882162583,0.047100379476541346,14.598000000000047,3893.95,3891.33,3891.33,0.0,2.619999999999891,-2.619999999999891,0.0,0.06728386342916295,-0.06728386342916295,true,true
2025-10-21T07:50:00.000Z,5m_SQUEEZE,3891.33,55.72986626297558,0.8267164025171558,0.006152173788378278,35.07378330589344,-0.084797882162583,0.047100379476541346,18.126000000000023,3893.0,3890.0,3890.33,1.6700000000000728,1.3299999999999272,-1.0,0.04291591820791536,0.03417854563863582,-0.025698154615517062,false,false
2025-10-21T07:55:00.000Z,5m_SQUEEZE,3890.33,54.628844676227914,0.41454839698800594,0.0054896096384699595,35.07378330589344,-0.084797882162583,0.047100379476541346,21.001999999999953,3891.63,3883.23,3884.39,1.300000000000182,7.099999999999909,-5.940000000000055,0.03341618834392408,0.18250379787832677,-0.15268627597144854,false,false
2025-10-21T08:00:00.000Z,5m_SQUEEZE,3884.39,49.03892221285216,-0.32547126986133357,0.005151465012934137,32.30322316317505,0.4329124321666953,0.04646750700161731,20.823999999999977,3885.48,3877.01,3879.99,1.0900000000001455,7.379999999999654,-4.400000000000091,0.028061034036235947,0.18999122127282933,-0.1132738988618571,false,false
2025-10-21T08:05:00.000Z,5m_SQUEEZE,3879.99,46.86402857655231,-1.1463788514777775,0.005087205266239312,32.30322316317505,0.4329124321666953,0.04646750700161731,20.8420000000001,3882.08,3873.9,3877.25,2.0900000000001455,6.089999999999691,-2.7399999999997817,0.05386611821164863,0.15695916742052662,-0.07061873870808383,false,false
2025-10-21T08:10:00.000Z,5m_SQUEEZE,3877.25,45.26679199300624,-1.8218621539958972,0.005331249918635265,32.30322316317505,0.4329124321666953,0.04646750700161731,15.19399999999996,3882.0,3875.66,3881.5,4.75,1.5900000000001455,4.25,0.12250951060674448,0.04100844670836664,0.10961377264813979,false,false
2025-10-21T08:15:00.000Z,5m_SQUEEZE,3881.5,49.37911635221913,-1.9506771775604523,0.005406067424307164,32.30322316317505,0.4329124321666953,0.04646750700161731,14.973999999999979,3884.35,3869.31,3877.18,2.849999999999909,12.190000000000055,-4.320000000000164,0.07342522220790697,0.31405384516295387,-0.1112971789256773,false,false
2025-10-21T08:20:00.000Z,5m_SQUEEZE,3877.18,45.87276600544442,-2.2914529829814176,0.005617587811685077,32.30322316317505,0.4329124321666953,0.04646750700161731,13.62400000000007,3878.56,3873.89,3877.58,1.3800000000001091,3.2899999999999636,0.40000000000009095,0.03559287936077534,0.08485548775140601,0.010316776626313221,false,false
2025-10-21T08:25:00.000Z,5m_SQUEEZE,3877.58,46.12550147482312,-2.421195084062778,0.005858764737420685,32.30322316317505,0.4329124321666953,0.04646750700161731,12.998000000000047,3877.58,3867.62,3870.0,0.0,9.960000000000036,-7.579999999999927,0.0,0.2568612381949576,-0.19548274954997516,true,false
2025-10-21T08:30:00.000Z,5m_SQUEEZE,3870.0,39.84882058854107,-2.9377120784700006,0.006715359652141765,29.918663681333,0.24035297923330035,0.045177951725412155,15.0,3871.44,3856.93,3862.36,1.4400000000000546,13.070000000000164,-7.639999999999873,0.03720930232558281,0.3377260981912187,-0.19741602067183134,false,false
2025-10-21T08:35:00.000Z,5m_SQUEEZE,3862.36,35.563112495565505,-3.6694263854897087,0.008277123826874776,29.918663681333,0.24035297923330035,0.045177951725412155,15.19400000000005,3864.44,3852.7,3856.32,2.0799999999999272,9.66000000000031,-6.039999999999964,0.05385308464254826,0.2501061527149284,-0.15638107271201968,false,false
2025-10-21T08:40:00.000Z,5m_SQUEEZE,3856.32,32.254704586316095,-4.32714390872235,0.010203311144169249,29.918663681333,0.24035297923330035,0.045177951725412155,12.236000000000057,3858.24,3849.54,3858.24,1.919999999999618,6.7800000000002,1.919999999999618,0.0497883993029525,0.1758152850385912,0.0497883993029525,true,false
2025-10-21T08:45:00.000Z,5m_SQUEEZE,3858.24,34.661186466838345,-4.437925408389671,0.011470084604979025,29.918663681333,0.24035297923330035,0.045177951725412155,12.35,3871.58,3855.07,3867.51,13.340000000000146,3.169999999999618,9.270000000000437,0.34575350418844203,0.08216181471343457,0.24026499129137735,false,false
2025-10-21T08:50:00.000Z,5m_SQUEEZE,3867.51,44.333974373197485,-3.6983697709668344,0.01172830858715631,29.918663681333,0.24035297923330035,0.045177951725412155,13.102000000000043,3874.7,3864.91,3866.0,7.1899999999996,2.600000000000364,-1.5100000000002183,0.1859077287453581,0.06722671693157518,-0.039043208679491924,false,false
2025-10-21T08:55:00.000Z,5m_SQUEEZE,3866.0,43.54189263653805,-3.1339951620627113,0.012064962802991285,29.918663681333,0.24035297923330035,0.045177951725412155,11.501999999999953,3866.0,3857.16,3857.16,0.0,8.840000000000146,-8.840000000000146,0.0,0.2286601138127301,-0.2286601138127301,true,true
2025-10-21T09:00:00.000Z,5m_SQUEEZE,3857.16,37.70587484057212,-3.164441614251711,0.01282350821120303,31.267678156195146,0.5532059367765747,0.04290359292389672,12.077999999999975,3862.08,3854.01,3861.03,4.920000000000073,3.149999999999636,3.8700000000003456,0.1275549886444968,0.08166630370530743,0.10033288740939825,false,false
2025-10-21T09:05:00.000Z,5m_SQUEEZE,3861.03,41.668716391669676,-2.7567147558545058,0.012932095805704437,31.267678156195146,0.5532059367765747,0.04290359292389672,12.676000000000021,3867.08,3857.63,3863.91,6.049999999999727,3.400000000000091,2.8799999999996544,0.15669393918202468,0.08805940383783836,0.07459149501556979,false,false
2025-10-21T09:10:00.000Z,5m_SQUEEZE,3863.91,44.11307075840969,-2.119275634060707,0.01260389175291762,31.267678156195146,0.5532059367765747,0.04290359292389672,12.823999999999979,3863.91,3858.9,3858.9,0.0,5.0099999999997635,-5.0099999999997635,0.0,0.1296614051569463,-0.1296614051569463,true,true
2025-10-21T09:15:00.000Z,5m_SQUEEZE,3858.9,40.493845849306645,-1.9344147952819202,0.0125495000072516,31.267678156195146,0.5532059367765747,0.04290359292389672,11.033999999999924,3873.9,3858.9,3872.5,15.0,0.0,13.599999999999909,0.3887118090647594,0.0,0.3524320402187128,false,true
2025-10-21T09:20:00.000Z,5m_SQUEEZE,3872.5,51.213627504131566,-0.8342088011832094,0.012108060788178514,31.267678156195146,0.5532059367765747,0.04290359292389672,11.810000000000036,3873.54,3868.52,3868.52,1.0399999999999636,3.980000000000018,-3.980000000000018,0.02685603615235542,0.10277598450613346,-0.10277598450613346,false,true
2025-10-21T09:25:00.000Z,5m_SQUEEZE,3868.52,48.826727532025714,-0.3488122111200491,0.010995878735437073,31.267678156195146,0.5532059367765747,0.04290359292389672,13.594000000000051,3871.97,3866.25,3868.07,3.449999999999818,2.269999999999982,-0.4499999999998181,0.0891813923671021,0.058678771209661106,-0.011632355526139662,false,false
2025-10-21T09:30:00.000Z,5m_SQUEEZE,3868.07,48.199383036714366,-0.014865692646039541,0.00990788777887569,30.00318922744907,0.6159064885267007,0.04077242883602596,13.36199999999999,3870.37,3864.0,3866.23,2.299999999999727,4.070000000000164,-1.8400000000001455,0.05946117831372563,0.10522043292908773,-0.04756894265098991,false,false
2025-10-21T09:35:00.000Z,5m_SQUEEZE,3866.23,46.72440772187314,0.10147969392124967,0.008670694030174814,30.00318922744907,0.6159064885267007,0.04077242883602596,12.010000000000037,3866.23,3861.17,3864.35,0.0,5.059999999999945,-1.8800000000001091,0.0,0.13087684902346589,-0.0486261810601053,true,false
2025-10-21T09:40:00.000Z,5m_SQUEEZE,3864.35,46.03651154969094,0.0783438965424823,0.007877911858705478,30.00318922744907,0.6159064885267007,0.04077242883602596,11.860000000000127,3868.0,3863.74,3866.15,3.650000000000091,0.6100000000001273,1.800000000000182,0.0944531421843283,0.01578531965272626,0.04657963176213806,false,false
2025-10-21T09:45:00.000Z,5m_SQUEEZE,3866.15,47.13528231313491,0.2168287464939409,0.007325559773829421,30.00318922744907,0.6159064885267007,0.04077242883602596,10.66800000000012,3868.0,3862.18,3863.04,1.849999999999909,3.9700000000002547,-3.1100000000001273,0.047851221499422135,0.10268613478525805,-0.08044178316930609,false,false
2025-10-21T09:50:00.000Z,5m_SQUEEZE,3863.04,44.53697692505296,0.11176811076044268,0.006958277047685141,30.00318922744907,0.6159064885267007,0.04077242883602596,8.086000000000059,3865.1,3859.12,3862.52,2.0599999999999454,3.9200000000000728,-0.5199999999999818,0.05332587806494226,0.10147448641484615,-0.013460901259111525,false,false
2025-10-21T09:55:00.000Z,5m_SQUEEZE,3862.52,44.546064607168475,0.03732463831414723,0.005993934314564692,30.00318922744907,0.6159064885267007,0.04077242883602596,7.540000000000054,3867.85,3860.0,3866.92,5.329999999999927,2.519999999999982,4.400000000000091,0.13799281298219626,0.0652423806219769,0.11391526775266124,false,false
